员工ID,工号,姓名,所属科室,拟岗位,年龄,性别,最高学历,行龄,司龄,近2年绩效平均分,近2年内绩效为B-及以下的次数,近2年内获得A+的次数,近2年内绩效为A及以上的次数,近1年病假天数,近1年事假天数,近2年牵头项目个数,近2年日均工时,组长/骨干标识,重点项目成员标识,敏捷角色（PO/SM）,内部项目支持（担任PM）,外部项目支持（担任PM）,产品经理-业务分析,产品经理-产品设计,近2年行外发表的论文、杂志的数量,近2年获得的部门级以上奖励、荣誉数量,近2年获得的部门级以上的最高荣誉名称,年度部门内分享/培训次数（作为培训者）,年度部门外培训次数（作为培训者）,年度部门外培训次数（作为被培训者）,年度部门内分享/培训次数（作为被培训者）,近2年带教的实习生数量,近2年带教的校招新行员的数量,近2年带教的实习生转正数量,近2年带教的校招新行员转正成绩为A的数量,近3个月查看知识库会议纪要次数,当年资质证书获取情况,数据分析师-数据分析工具运用能力,数据分析师-算法模型开发能力,数据分析师-营销运营能力,数据研发师-SQL开发,数据研发师-数据模型设计,数据研发师-业务理解,应用研发-技术架构设计,应用研发-应用开发能力,AI算法工程师-数学与建模理论基础,AI算法工程师-编程与工程实现,学习能力,创新思维,任务拆解能力,领导力,团队合作,综合评价（A+、A、A-、B、B-）-直属上级,综合评价（A+、A、A-、B、B-）-同级同事,综合评价（A+、A、A-、B、B-）-下级（如有）,特长,兴趣爱好,_summary,所属分组,近期工作任务,手头项目,工作类型,应用领域,工作饱和度,科室周报联动,考试成绩,成绩等级,代码行数,迟到次数,月度加班时长,技能匹配度,经验丰富度,吃苦耐劳度,创新潜力
179,300179,吴磊岁,信息统计部,测试,28.8,男,硕士,5.3,5.1,3.37,3,0,2,4,0,1,6.7,0,1,0,0,0,0,0,0,0,无,1,1,1,2,1,1,1,0,19,是,5,4,4,3,4,2,5,4,3,4,4,1,3,4,2,B,A-,A-,无,跑步,吴磊岁（信息统计部/测试） | 男，28.8岁，硕士，行龄5.3年 | 绩效3.37分，日均工时6.7h，牵头项目1个 | 角色：重点项目成员 | 最强技能：数据分析工具运用能力(5分)、技术架构设计(5分)、算法模型开发能力(4分) | 软技能：学习能力4分/领导力4分/任务拆解能力3分 | 360评价：上级B/同级A- | 分组：服务管理组 | 工作类型：测试/开发（含模型、应用、数仓等）/生产运维 | 饱和度：67.3%(偏低) | 手头项目：AI创意比赛、智能问数二期、Hadoop集群日常运维与功能迭代,监管统计组,"[""参与East数据质量AI分析灰度发布验证，完成向量检索模块的上线 checklist"", ""授信政策管理系统生产环境监控，完成日志审计模块的线上问题排查"", ""数据测试平台安全测试，完成缓存层的渗透测试与漏洞修复验证"", ""参与JSON转代码验证灰度发布验证，完成消息队列模块的上线 checklist"", ""数据安全脱敏网关系统功能测试用例设计，完成前端展示层的测试执行与缺陷跟踪""]","[""AI创意比赛"", ""智能问数二期"", ""Hadoop集群日常运维与功能迭代""]","[""测试"", ""开发（含模型、应用、数仓等）"", ""生产运维""]","[""DWS数据集群"", ""实时开发平台""]","{""总体饱和度"": 67.3, ""开发/实施占比"": 61.0, ""会议沟通占比"": 11.8, ""文档撰写占比"": 8.2, ""学习提升占比"": 19.0, ""负荷等级"": ""偏低""}",,49,不及格,8246,2,23.8,99,68,58,50
180,300180,陆平金,数据平台部,数据研发,27.4,女,本科,5.6,5.2,3.92,0,1,0,2,2,1,8.4,0,0,0,0,0,0,0,1,0,无,0,0,0,0,1,1,0,0,22,是,1,3,5,4,4,4,2,5,5,3,3,4,5,2,3,A-,B,B+,数据分析,旅游,陆平金（数据平台部/数据研发） | 女，27.4岁，本科，行龄5.6年 | 绩效3.92分，日均工时8.4h，牵头项目1个 | 最强技能：营销运营能力(5分)、应用开发能力(5分)、数学与建模理论基础(5分) | 软技能：任务拆解能力5分/创新思维4分/学习能力3分 | 360评价：上级A-/同级B | 岗位匹配：高(技能均分4.0) | 分组：AI基础研发组 | 工作类型：开发（含模型、应用、数仓等）/测试/数据治理 | 饱和度：87.9%(饱和) | 手头项目：客服辅助项目、信用卡智能后督、智能工单场景、金牌催收员日常运维与功能迭代,工具开发组,"[""长文本智能分析数据质量检核规则配置，修复向量检索模块数据异常"", ""会话式人工智能服务实时数据链路开发，完成缓存层的流式计算任务"", ""参与绿色金融智能体数据架构评审，输出用户权限模块技术方案"", ""流水鉴真系统数据接口开发，完成向量检索模块的API联调与测试"", ""长文本智能分析历史数据迁移，完成报表生成模块的数据校验与比对""]","[""客服辅助项目"", ""信用卡智能后督"", ""智能工单场景"", ""金牌催收员日常运维与功能迭代""]","[""开发（含模型、应用、数仓等）"", ""测试"", ""数据治理""]","[""客服助手"", ""长文本智能分析""]","{""总体饱和度"": 87.9, ""开发/实施占比"": 45.8, ""会议沟通占比"": 21.7, ""文档撰写占比"": 14.6, ""学习提升占比"": 17.9, ""负荷等级"": ""饱和""}",,71,良好,6206,2,40.1,75,56,69,87
181,300181,苏娟星,信息统计部,应用研发,34.1,女,本科,2.7,3.9,3.49,0,0,2,2,2,2,6.1,0,0,0,1,0,0,0,0,0,无,1,0,1,1,0,3,0,1,20,否,2,3,2,2,3,2,3,4,5,1,4,3,5,4,2,A,B,A+,写作,烹饪,苏娟星（信息统计部/应用研发） | 女，34.1岁，本科，行龄2.7年 | 绩效3.49分，日均工时6.1h，牵头项目2个 | 角色：内部PM | 最强技能：数学与建模理论基础(5分)、应用开发能力(4分)、算法模型开发能力(3分) | 软技能：任务拆解能力5分/学习能力4分/领导力4分 | 360评价：上级A/同级B | 岗位匹配：中(技能均分3.5) | 分组：服务管理组 | 工作类型：开发（含模型、应用、数仓等）/生产运维/测试 | 饱和度：67.3%(偏低) | 手头项目：智能工单场景、司库系统建设、East数据质量AI分析、数据脱敏工具日常运维与功能迭代,管理信息组,"[""智能问数助手安全漏洞修复，完成可视化组件的代码审计与加固"", ""参与NL2SQL产品POC代码评审，完成测试框架的技术债务清理"", ""绿色金融业务管理微服务架构升级，完成前端展示层的服务拆分与治理"", ""实时开发平台安全漏洞修复，完成前端展示层的代码审计与加固"", ""信用风险监测预警微服务架构升级，完成消息队列模块的服务拆分与治理""]","[""智能工单场景"", ""司库系统建设"", ""East数据质量AI分析"", ""数据脱敏工具日常运维与功能迭代""]","[""开发（含模型、应用、数仓等）"", ""生产运维"", ""测试""]","[""零售客户关系管理""]","{""总体饱和度"": 67.3, ""开发/实施占比"": 60.1, ""会议沟通占比"": 23.0, ""文档撰写占比"": 12.8, ""学习提升占比"": 4.2, ""负荷等级"": ""偏低""}",,57,不及格,4803,0,31.6,63,43,73,62
182,300182,胡昊晨,信息管理部,需求分析,29.6,女,硕士,3.1,6.4,2.82,2,1,2,4,2,2,8.1,1,0,0,0,0,0,0,1,0,无,0,0,0,3,2,1,1,0,21,是,3,4,3,4,4,4,3,4,4,4,2,4,3,5,3,A,B-,B-,设计,绘画,胡昊晨（信息管理部/需求分析） | 女，29.6岁，硕士，行龄3.1年 | 绩效2.82分，日均工时8.1h，牵头项目2个 | 角色：组长/骨干 | 最强技能：算法模型开发能力(4分)、SQL开发(4分)、数据模型设计(4分) | 软技能：领导力5分/创新思维4分/任务拆解能力3分 | 360评价：上级A/同级B- | 分组：测试管理组 | 工作类型：需求分析/数据分析/项目管理（含外包管理） | 饱和度：100.5%(高负荷) | 手头项目：East数据质量AI分析、绿色金融业务管理日常运维与功能迭代,管理信息组,"[""Hadoop集群竞品分析，完成用户权限模块的功能对标与差距分析"", ""组织长文本智能分析业务培训，完成缓存层的操作手册编写"", ""长文本智能分析用户体验优化，完成缓存层的交互流程改进""]","[""East数据质量AI分析"", ""绿色金融业务管理日常运维与功能迭代""]","[""需求分析"", ""数据分析"", ""项目管理（含外包管理）""]","[""East数据质量分析"", ""实时开发平台""]","{""总体饱和度"": 100.5, ""开发/实施占比"": 47.4, ""会议沟通占比"": 22.6, ""文档撰写占比"": 6.9, ""学习提升占比"": 23.1, ""负荷等级"": ""高负荷""}",,66,及格,9269,1,19.7,74,56,73,80
183,300183,罗秋玉,机构服务团队,应用研发,27.4,男,硕士,0.2,4.5,3.48,0,0,0,0,1,0,10.0,0,0,0,0,1,0,0,1,0,无,4,2,0,5,0,1,0,0,18,否,3,1,3,2,4,4,4,5,4,5,4,3,3,5,4,A+,B-,A-,编程,绘画,罗秋玉（机构服务团队/应用研发） | 男，27.4岁，硕士，行龄0.2年 | 绩效3.48分，日均工时10.0h，牵头项目0个 | 角色：外部PM | 最强技能：应用开发能力(5分)、编程与工程实现(5分)、数据模型设计(4分) | 软技能：领导力5分/学习能力4分/团队合作4分 | 360评价：上级A+/同级B- | 岗位匹配：高(技能均分4.5) | 分组：风险模型组 | 工作类型：开发（含模型、应用、数仓等）/生产运维/测试 | 饱和度：100%(高负荷) | 手头项目：长文本智能分析、East数据质量AI分析、实时开发平台日常运维与功能迭代,零售BP,"[""统一调度平台性能优化，完成可视化组件的并发处理能力提升"", ""冷热分离工具性能优化，完成缓存层的并发处理能力提升"", ""参与长文本智能分析代码评审，完成消息队列模块的技术债务清理"", ""新行员培训项目技术方案设计，输出Prompt管理模块的详细设计文档"", ""信贷场景MVP安全漏洞修复，完成数据接入层的代码审计与加固""]","[""长文本智能分析"", ""East数据质量AI分析"", ""实时开发平台日常运维与功能迭代""]","[""开发（含模型、应用、数仓等）"", ""生产运维"", ""测试""]","[""公共智能体工作站"", ""会话式人工智能服务""]","{""总体饱和度"": 100, ""开发/实施占比"": 57.1, ""会议沟通占比"": 12.9, ""文档撰写占比"": 11.8, ""学习提升占比"": 18.2, ""负荷等级"": ""高负荷""}",,53,不及格,7978,2,21.1,53,86,61,94
184,300184,郭磊海,数据平台部,应用研发,36.9,男,硕士,4.2,2.1,4.35,1,1,0,2,0,3,7.1,0,0,0,1,0,0,0,1,1,技术标兵,0,0,1,2,0,1,0,1,26,否,3,2,3,3,2,3,3,4,4,4,2,4,3,2,4,A,A-,A-,数学,运动,郭磊海（数据平台部/应用研发） | 男，36.9岁，硕士，行龄4.2年 | 绩效4.35分，日均工时7.1h，牵头项目3个 | 角色：内部PM | 最强技能：应用开发能力(4分)、数学与建模理论基础(4分)、编程与工程实现(4分) | 软技能：创新思维4分/团队合作4分/任务拆解能力3分 | 360评价：上级A/同级A- | 岗位匹配：中(技能均分3.5) | 分组：项目管理团队 | 工作类型：开发（含模型、应用、数仓等）/测试/生产运维 | 饱和度：80.7%(正常) | 手头项目：绿色金融智能体、会话式人工智能服务日常运维与功能迭代,架构安全组,"[""客户经理超级工作台前端页面开发，完成前端展示层的交互逻辑优化"", ""联机服务集群微服务架构升级，完成用户权限模块的服务拆分与治理"", ""参与AI创意比赛代码评审，完成前端展示层的技术债务清理"", ""智能工单场景技术方案设计，输出API网关模块的详细设计文档"", ""参与授信政策知识体系代码评审，完成用户权限模块的技术债务清理""]","[""绿色金融智能体"", ""会话式人工智能服务日常运维与功能迭代""]","[""开发（含模型、应用、数仓等）"", ""测试"", ""生产运维""]","[""数据安全脱敏网关系统""]","{""总体饱和度"": 80.7, ""开发/实施占比"": 68.9, ""会议沟通占比"": 20.0, ""文档撰写占比"": 10.2, ""学习提升占比"": 1.0, ""负荷等级"": ""正常""}",,77,良好,6210,2,32.8,89,81,85,62
185,300185,袁梓勇,数据平台部,应用研发,37.4,女,硕士,4.4,6.4,4.12,0,1,1,2,0,2,7.2,0,0,0,0,0,1,0,0,0,无,0,0,1,2,1,2,0,0,15,否,2,2,4,3,5,2,5,2,3,3,2,5,2,4,5,B+,A,B+,演讲,游戏,袁梓勇（数据平台部/应用研发） | 女，37.4岁，硕士，行龄4.4年 | 绩效4.12分，日均工时7.2h，牵头项目2个 | 最强技能：数据模型设计(5分)、技术架构设计(5分)、营销运营能力(4分) | 软技能：创新思维5分/团队合作5分/领导力4分 | 360评价：上级B+/同级A | 岗位匹配：中(技能均分3.5) | 分组：架构安全组 | 工作类型：开发（含模型、应用、数仓等）/测试/生产运维 | 饱和度：75.6%(正常) | 手头项目：East数据质量AI分析、East数据质量分析日常运维与功能迭代,数据服务组,"[""Hadoop集群后端服务开发，完成测试框架的接口设计与实现"", ""智能问数助手后端服务开发，完成消息队列模块的接口设计与实现"", ""反电诈管理系统容器化部署，完成测试框架的CI/CD流程配置"", ""对公信贷智能化技术方案设计，输出数据接入层的详细设计文档"", ""金牌催收员性能优化，完成推理服务层的并发处理能力提升""]","[""East数据质量AI分析"", ""East数据质量分析日常运维与功能迭代""]","[""开发（含模型、应用、数仓等）"", ""测试"", ""生产运维""]","[""DWS数据集群"", ""Hadoop数据仓库""]","{""总体饱和度"": 75.6, ""开发/实施占比"": 43.5, ""会议沟通占比"": 10.2, ""文档撰写占比"": 7.5, ""学习提升占比"": 38.7, ""负荷等级"": ""正常""}",,61,及格,9933,1,14.5,67,75,84,65
186,300186,崔安浩,数据平台部,算法工程,27.6,男,硕士,3.1,5.0,3.48,1,1,0,3,2,3,8.9,0,1,0,1,0,0,0,0,1,创新奖,0,1,0,3,1,0,0,1,23,否,2,2,3,2,4,1,1,4,4,2,2,3,4,2,4,B-,B+,B+,写作,摄影,崔安浩（数据平台部/算法工程） | 男，27.6岁，硕士，行龄3.1年 | 绩效3.48分，日均工时8.9h，牵头项目3个 | 角色：重点项目成员、内部PM | 最强技能：数据模型设计(4分)、应用开发能力(4分)、数学与建模理论基础(4分) | 软技能：任务拆解能力4分/团队合作4分/创新思维3分 | 360评价：上级B-/同级B+ | 岗位匹配：中(技能均分3.0) | 分组：管理信息组 | 工作类型：开发（含模型、应用、数仓等）/数据分析/项目管理（含外包管理） | 饱和度：103.6%(高负荷) | 手头项目：零售客户分群、通用办公助手、信贷场景MVP日常运维与功能迭代,数据服务组,"[""尽调报告助手智能体开发，完成日志审计模块的Agent工作流设计"", ""信用风险监测预警机器学习模型训练，完成监控告警模块的特征工程与调参"", ""实时开发平台智能体开发，完成用户权限模块的Agent工作流设计"", ""数据脱敏工具RAG检索链路开发，完成测试框架的向量数据库接入"", ""冷热分离工具大模型微调训练，完成监控告警模块的Prompt工程优化""]","[""零售客户分群"", ""通用办公助手"", ""信贷场景MVP日常运维与功能迭代""]","[""开发（含模型、应用、数仓等）"", ""数据分析"", ""项目管理（含外包管理）""]","[""尽调报告助手""]","{""总体饱和度"": 103.6, ""开发/实施占比"": 69.9, ""会议沟通占比"": 14.7, ""文档撰写占比"": 6.6, ""学习提升占比"": 8.8, ""负荷等级"": ""高负荷""}",,56,不及格,5056,4,22.0,59,77,69,81
187,300187,孟勇,智能应用一部,负责人,22.0,男,本科,5.5,2.9,3.98,2,0,1,1,2,2,6.5,0,0,0,0,0,0,0,1,1,卓越贡献奖,3,1,0,1,1,0,1,1,26,是,1,3,4,5,5,4,1,5,4,1,5,3,3,3,4,B-,A-,A+,设计,音乐,孟勇（智能应用一部/负责人） | 男，22.0岁，本科，行龄5.5年 | 绩效3.98分，日均工时6.5h，牵头项目2个 | 最强技能：SQL开发(5分)、数据模型设计(5分)、应用开发能力(5分) | 软技能：学习能力5分/团队合作4分/创新思维3分 | 360评价：上级B-/同级A- | 分组：项目管理团队 | 工作类型：项目管理（含外包管理）/需求分析/其他 | 饱和度：69.8%(偏低) | 手头项目：零小海信义贷技改、新行员培训项目、零售客户关系管理日常运维与功能迭代,对公应用组,"[""流水鉴真场景科室重点工作推进，完成任务调度模块的月度汇报材料"", ""大模型客服技改人才梯队建设，完成特征工程模块的骨干培养计划"", ""Openclaw框架调研人才梯队建设，完成监控告警模块的骨干培养计划"", ""极客大赛绩效考核，完成模型训练层的评优与改进面谈""]","[""零小海信义贷技改"", ""新行员培训项目"", ""零售客户关系管理日常运维与功能迭代""]","[""项目管理（含外包管理）"", ""需求分析"", ""其他""]","[""零售客户关系管理"", ""尽调报告助手""]","{""总体饱和度"": 69.8, ""开发/实施占比"": 44.3, ""会议沟通占比"": 19.5, ""文档撰写占比"": 9.4, ""学习提升占比"": 26.8, ""负荷等级"": ""偏低""}",,69,及格,18358,2,11.9,83,74,76,93
188,300188,崔秋林,智能应用一部,应用研发,35.4,男,本科,2.5,2.8,3.33,2,0,0,2,1,3,7.5,0,0,0,0,0,0,0,1,0,无,1,1,0,3,2,0,0,0,23,否,2,5,3,5,3,4,3,2,4,4,3,3,2,4,4,B,B+,B+,编程,绘画,崔秋林（智能应用一部/应用研发） | 男，35.4岁，本科，行龄2.5年 | 绩效3.33分，日均工时7.5h，牵头项目3个 | 最强技能：算法模型开发能力(5分)、SQL开发(5分)、数学与建模理论基础(4分) | 软技能：领导力4分/团队合作4分/学习能力3分 | 360评价：上级B/同级B+ | 岗位匹配：低-错配风险(技能均分2.5) | 分组：服务管理组 | 工作类型：开发（含模型、应用、数仓等）/测试/生产运维 | 饱和度：84.3%(正常) | 手头项目：AI客户经营、Kafka消息集群日常运维与功能迭代,零售应用组,"[""数据运维平台前端页面开发，完成消息队列模块的交互逻辑优化"", ""参与AI创意比赛代码评审，完成模型训练层的技术债务清理"", ""信贷场景MVP容器化部署，完成可视化组件的CI/CD流程配置"", ""客服助手微服务架构升级，完成指标计算模块的服务拆分与治理"", ""会话式人工智能服务安全漏洞修复，完成Prompt管理模块的代码审计与加固""]","[""AI客户经营"", ""Kafka消息集群日常运维与功能迭代""]","[""开发（含模型、应用、数仓等）"", ""测试"", ""生产运维""]","[""信用风险监测预警""]","{""总体饱和度"": 84.3, ""开发/实施占比"": 42.9, ""会议沟通占比"": 12.7, ""文档撰写占比"": 13.8, ""学习提升占比"": 30.7, ""负荷等级"": ""正常""}",,69,及格,6785,2,0.4,94,69,56,60
189,300189,曹月娜,数据开发部,数据分析,27.2,男,硕士,4.3,4.3,2.68,2,0,0,0,0,2,8.7,0,0,0,0,1,0,0,0,1,质量之星,0,1,0,1,1,0,0,0,20,否,3,4,5,2,5,4,4,4,1,4,3,5,4,5,3,B,B,A,写作,游戏,曹月娜（数据开发部/数据分析） | 男，27.2岁，硕士，行龄4.3年 | 绩效2.68分，日均工时8.7h，牵头项目2个 | 角色：外部PM | 最强技能：营销运营能力(5分)、数据模型设计(5分)、算法模型开发能力(4分) | 软技能：创新思维5分/领导力5分/任务拆解能力4分 | 360评价：上级B/同级B | 岗位匹配：高(技能均分4.0) | 分组：AI产品运营组 | 工作类型：数据分析/需求分析/开发（含模型、应用、数仓等） | 饱和度：98.1%(高负荷) | 手头项目：尽调报告智能体、对公信贷智能化、信用卡智能后督、数据采集工具日常运维与功能迭代,应用开发组,"[""统一调度平台客户经营分析报告撰写，完成推理服务层的数据洞察"", ""流水鉴真系统A/B测试方案设计，完成模型训练层的效果评估"", ""金牌催收员用户行为分析，完成用户权限模块的客群画像""]","[""尽调报告智能体"", ""对公信贷智能化"", ""信用卡智能后督"", ""数据采集工具日常运维与功能迭代""]","[""数据分析"", ""需求分析"", ""开发（含模型、应用、数仓等）""]","[""长文本智能分析"", ""大模型智能体""]","{""总体饱和度"": 98.1, ""开发/实施占比"": 63.1, ""会议沟通占比"": 12.5, ""文档撰写占比"": 10.9, ""学习提升占比"": 13.5, ""负荷等级"": ""高负荷""}",,78,良好,10186,0,14.3,68,58,39,78
